Consulta,Iteración,Tiempo,Manager,Worker1,Worker2
13,692,442.176,0.00350742122747133,0.0202666984694585,0.0176775550397118
13,696,444.011,0.00352197678442695,0.0148661791929394,0.0177509156777787
13,730,449.365,0.00323197004589256,0.0145013969603881,0.0185232981391375
13,751,443.363,0.00149994450110727,0.019797368910801,0.0193814368047807
13,784,442.057,0.00106069870422018,0.0146404162470038,0.0143350446272843
13,790,448.222,0.00107549138369707,0.0148445939122433,0.0187315175563672
13,828,440.105,0.0011478440059152,0.0167771190067553,0.0147214462359499
13,855,444.454,0.00332080307755489,0.0156642421951017,0.0216321346381331
13,937,449.019,0.00211933067575083,0.0180029004147479,0.0155049230174117
13,1004,441.171,0.000667477068868845,0.0284210624642742,0.0264430824049078
13,1044,448.391,0.00210053420378708,0.0183034552998807,0.0170582052674077
13,1068,446.921,0.000986813746142836,0.0176021567976506,0.0179707905313186
13,1082,441.586,0.00578599928799969,0.0167640896385039,0.0170385654131483
13,1086,440.299,0.00147497325774318,0.0168179269403749,0.0156098789166476
13,1090,442.891,0.00148365629060056,0.0169169325402728,0.0157017728481622
13,1100,441.611,0.0014610669912427,0.0158999747839274,0.0202699437939797
13,1128,442.212,0.0014669047122005,0.0159809818580211,0.0176985420875995
13,1160,441.59,0.00146115472342301,0.014258855619247,0.01687473139329
13,1185,442.46,0.00293423982968902,0.0159163289744891,0.0165889168439883
13,1193,441.044,0.000944178746034211,0.0165883881485349,0.017034241185675
13,1203,441.248,0.00320339687965141,0.0168257058977769,0.0174792951837625
13,1281,440.978,0.00292655704335234,0.0193709288016,0.0182448289587837
13,1287,440.827,0.00269173016222107,0.0193642957944,0.016537986695621
13,1299,442.873,0.00148777486304434,0.0167054322660114,0.0168851248147579
13,1341,442.37,0.00196076137359003,0.0159575918560652,0.0169440356958876
14,47,3598.315,0.04750717931497127,0.28753992898505387,0.4547997786179896
14,170,3022.446,0.11485115585947483,0.0005462244353759459,0.08261933192233328
